Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC003,Chrome 106.0.0.0,,,2022-10-15 15:13:50,2022-10-15 15:14:51,1m - 1.323s,FAILED
,,,,,,,
Test Cases/Login/Login,Chrome 106.0.0.0,,,2022-10-15 15:13:50,2022-10-15 15:14:27,36.452s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 106.0.0.0,,,2022-10-15 15:13:50,2022-10-15 15:13:50,0.002s,PASSED
"openBrowser(""https://dev-company.profesi.io/auth/login"")",Chrome 106.0.0.0,,,2022-10-15 15:13:50,2022-10-15 15:14:02,11.878s,PASSED
maximizeWindow(STOP_ON_FAILURE),Chrome 106.0.0.0,,,2022-10-15 15:14:02,2022-10-15 15:14:03,0.200s,PASSED
"setText(findTestObject(""Login/Input Email""), email)",Chrome 106.0.0.0,,,2022-10-15 15:14:03,2022-10-15 15:14:04,1.094s,PASSED
"setText(findTestObject(""Login/Input Password""), password)",Chrome 106.0.0.0,,,2022-10-15 15:14:04,2022-10-15 15:14:05,1.076s,PASSED
"click(findTestObject(""Login/Remember Me""))",Chrome 106.0.0.0,,,2022-10-15 15:14:05,2022-10-15 15:14:05,0.713s,PASSED
delay(10),Chrome 106.0.0.0,,,2022-10-15 15:14:05,2022-10-15 15:14:15,10.034s,PASSED
"click(findTestObject(""Login/Button Login""))",Chrome 106.0.0.0,,,2022-10-15 15:14:15,2022-10-15 15:14:16,0.389s,PASSED
delay(10),Chrome 106.0.0.0,,,2022-10-15 15:14:16,2022-10-15 15:14:26,10.010s,PASSED
"verifyElementPresent(findTestObject(""Home Page/Profile""), 15)",Chrome 106.0.0.0,,,2022-10-15 15:14:26,2022-10-15 15:14:26,0.324s,PASSED
Start listener action : sampleAfterTestCase,Chrome 106.0.0.0,,,2022-10-15 15:14:26,2022-10-15 15:14:27,0.475s,PASSED
,,,,,,,
Test Cases/Assessment/Create Assesment with disable fitur Lakukan Penilaian Diri Sendiri and enable fitur Aktifkan Fitur Komentar and Gunakan Skor dan Kategori,Chrome 106.0.0.0,,,2022-10-15 15:14:27,2022-10-15 15:14:51,24.628s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 106.0.0.0,,,2022-10-15 15:14:27,2022-10-15 15:14:27,0.002s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/span_Buat Asesmen""))",Chrome 106.0.0.0,Button Create Assessment,,2022-10-15 15:14:27,2022-10-15 15:14:27,0.399s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/input_Email_vs-inputx vs-input--input norma_38a119""))",Chrome 106.0.0.0,"Input Name Assessment
",,2022-10-15 15:14:27,2022-10-15 15:14:30,2.570s,PASSED
"setText(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/input_Email_vs-inputx vs-input--input norma_38a119""), ""Create Assesment with disable fitur Lakukan Penilaian Diri Sendiri and enable fitur Aktifkan Fitur Komentar and Gunakan Skor dan Kategori"")",Chrome 106.0.0.0,Name Assessment,,2022-10-15 15:14:30,2022-10-15 15:14:31,1.247s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/input""))",Chrome 106.0.0.0,,,2022-10-15 15:14:31,2022-10-15 15:14:32,0.477s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/span_1""))",Chrome 106.0.0.0,,,2022-10-15 15:14:32,2022-10-15 15:14:32,0.375s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/input_1""))",Chrome 106.0.0.0,,,2022-10-15 15:14:32,2022-10-15 15:14:33,0.472s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/span_2""))",Chrome 106.0.0.0,,,2022-10-15 15:14:33,2022-10-15 15:14:33,0.368s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Disable Aktifkan Fitur Komentar""))",Chrome 106.0.0.0,,,2022-10-15 15:14:33,2022-10-15 15:14:34,1.161s,PASSED
