Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Assessment Page/Page_Profesi.io/Disable Gunakan Skor dan Kategori Kesesuaian Kompetensi""))",Chrome 106.0.0.0,,,2022-10-15 15:14:34,2022-10-15 15:14:34,0.371s,PASSED
"setText(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/Search Daftar Jabatan""), ""SDM"")",Chrome 106.0.0.0,,,2022-10-15 15:14:34,2022-10-15 15:14:35,0.694s,PASSED
"sendKeys(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/Search Daftar Jabatan""), Keys.chord(ENTER))",Chrome 106.0.0.0,,,2022-10-15 15:14:35,2022-10-15 15:14:36,0.698s,PASSED
"setText(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/Search Daftar Pegawai""), ""Cri"")",Chrome 106.0.0.0,Search Employee SDM,,2022-10-15 15:14:36,2022-10-15 15:14:37,1.143s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/div_Kepala Divisi SDM  Cristiano Ronaldo   _a7a188""))",Chrome 106.0.0.0,Add Asesi,,2022-10-15 15:14:37,2022-10-15 15:14:38,0.691s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/button_Tambah""))",Chrome 106.0.0.0,"Add Asesor
",,2022-10-15 15:14:38,2022-10-15 15:14:38,0.405s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Button Atasan""), STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-15 15:14:38,2022-10-15 15:14:40,1.867s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Click Marc Marquez""), STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-15 15:14:40,2022-10-15 15:14:40,0.421s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Rekan Kerja""))",Chrome 106.0.0.0,,,2022-10-15 15:14:40,2022-10-15 15:14:41,0.796s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Click Lionel Mesi""))",Chrome 106.0.0.0,,,2022-10-15 15:14:41,2022-10-15 15:14:42,0.425s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Bawahan""), STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-15 15:14:42,2022-10-15 15:14:42,0.819s,PASSED
delay(5),Chrome 106.0.0.0,,,2022-10-15 15:14:42,2022-10-15 15:14:47,5.014s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Click Neymar Jr""))",Chrome 106.0.0.0,,,2022-10-15 15:14:47,2022-10-15 15:14:51,3.861s,FAILED
Start listener action : sampleAfterTestCase,Chrome 106.0.0.0,,,2022-10-15 15:14:51,2022-10-15 15:14:51,0.031s,ERROR
