Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Assessment Page/Page_Profesi.io/Click Marc Marquez""), STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-15 15:34:09,2022-10-15 15:34:10,0.478s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Rekan Kerja""))",Chrome 106.0.0.0,,,2022-10-15 15:34:10,2022-10-15 15:34:11,0.869s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Click Lionel Mesi""))",Chrome 106.0.0.0,,,2022-10-15 15:34:11,2022-10-15 15:34:11,0.468s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Bawahan""), STOP_ON_FAILURE)",Chrome 106.0.0.0,,,2022-10-15 15:34:11,2022-10-15 15:34:12,0.858s,PASSED
delay(5),Chrome 106.0.0.0,,,2022-10-15 15:34:12,2022-10-15 15:34:17,5.005s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Click Neymar Jr""))",Chrome 106.0.0.0,,,2022-10-15 15:34:17,2022-10-15 15:34:17,0.410s,PASSED
delay(3),Chrome 106.0.0.0,,,2022-10-15 15:34:17,2022-10-15 15:34:20,3.007s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Button Tambah Asesi""), STOP_ON_FAILURE)",Chrome 106.0.0.0,Hit Enter Pencarian SDM,,2022-10-15 15:34:20,2022-10-15 15:34:21,0.392s,PASSED
"click(findTestObject(""Assessment Page/Page_Profesi.io/Button Draft""), STOP_ON_FAILURE)",Chrome 106.0.0.0,Input Search departement Perencanaan,,2022-10-15 15:34:21,2022-10-15 15:34:21,0.436s,PASSED
Start listener action : sampleAfterTestCase,Chrome 106.0.0.0,,,2022-10-15 15:34:21,2022-10-15 15:34:22,0.704s,PASSED
