Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TC002,Chrome 106.0.0.0,,,2022-10-15 15:18:24,2022-10-15 15:19:24,59.623s,PASSED
,,,,,,,
Test Cases/Login/Login,Chrome 106.0.0.0,,,2022-10-15 15:18:24,2022-10-15 15:18:59,34.915s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 106.0.0.0,,,2022-10-15 15:18:24,2022-10-15 15:18:24,0.025s,PASSED
"openBrowser(""https://dev-company.profesi.io/auth/login"")",Chrome 106.0.0.0,,,2022-10-15 15:18:24,2022-10-15 15:18:35,10.283s,PASSED
maximizeWindow(STOP_ON_FAILURE),Chrome 106.0.0.0,,,2022-10-15 15:18:35,2022-10-15 15:18:35,0.196s,PASSED
"setText(findTestObject(""Login/Input Email""), email)",Chrome 106.0.0.0,,,2022-10-15 15:18:35,2022-10-15 15:18:36,1.101s,PASSED
"setText(findTestObject(""Login/Input Password""), password)",Chrome 106.0.0.0,,,2022-10-15 15:18:36,2022-10-15 15:18:37,1.092s,PASSED
"click(findTestObject(""Login/Remember Me""))",Chrome 106.0.0.0,,,2022-10-15 15:18:37,2022-10-15 15:18:38,0.736s,PASSED
delay(10),Chrome 106.0.0.0,,,2022-10-15 15:18:38,2022-10-15 15:18:48,10.047s,PASSED
"click(findTestObject(""Login/Button Login""))",Chrome 106.0.0.0,,,2022-10-15 15:18:48,2022-10-15 15:18:48,0.378s,PASSED
delay(10),Chrome 106.0.0.0,,,2022-10-15 15:18:48,2022-10-15 15:18:58,10.008s,PASSED
"verifyElementPresent(findTestObject(""Home Page/Profile""), 15)",Chrome 106.0.0.0,,,2022-10-15 15:18:58,2022-10-15 15:18:59,0.316s,PASSED
Start listener action : sampleAfterTestCase,Chrome 106.0.0.0,,,2022-10-15 15:18:59,2022-10-15 15:18:59,0.478s,PASSED
,,,,,,,
Test Cases/Assessment/Create Assessment disable fitur Lakukan Penilaian Diri Sendiri and fitur Aktifkan Fitur Komentar and enable Gunakan Skor dan Kategori,Chrome 106.0.0.0,,,2022-10-15 15:18:59,2022-10-15 15:19:24,24.457s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 106.0.0.0,,,2022-10-15 15:18:59,2022-10-15 15:18:59,0.001s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/span_Buat Asesmen""))",Chrome 106.0.0.0,Button Create Assessment,,2022-10-15 15:18:59,2022-10-15 15:19:00,0.429s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/input_Email_vs-inputx vs-input--input norma_38a119""))",Chrome 106.0.0.0,"Input Name Assessment
",,2022-10-15 15:19:00,2022-10-15 15:19:03,2.796s,PASSED
"setText(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/input_Email_vs-inputx vs-input--input norma_38a119""), ""Create Assessment disable fitur Lakukan Penilaian Diri Sendiri and fitur Aktifkan Fitur Komentar and enable Gunakan Skor dan Kategori"")",Chrome 106.0.0.0,Name Assessment,,2022-10-15 15:19:03,2022-10-15 15:19:04,0.980s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/input""))",Chrome 106.0.0.0,,,2022-10-15 15:19:04,2022-10-15 15:19:04,0.736s,PASSED
"click(findTestObject(""Object Repository/Assessment Page/Page_Profesi.io/span_1""))",Chrome 106.0.0.0,,,2022-10-15 15:19:04,2022-10-15 15:19:05,0.365s,PASSED
